Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score,Personal Loan,Credit-Builder Loan,Debt Consolidation Loan,Mortgage Loan,Student Loan,Payday Loan,Auto Loan,Home Equity Loan
August,42.0,Media_Manager,7879.85,855.6541666666667,8.0,9.0,21.0,9.0,26.0,13.0,25.43,12.0,0.0,3075.54,33.2837345774882,156.0,Yes,57.43926085792997,27.724125286538282,Low_spent_Large_value_payments,270.4020305221984,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
February,19.0,Scientist,37756.85,855.6541666666667,0.0,4.0,2.0,0.0,3.0,13.0,7.7,4.0,2.0,66.51,44.46834996922031,156.0,No,0.0,98.53166551082651,High_spent_Large_value_payments,334.044059374466,2,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
May,33.0,Lawyer,139711.0,11526.583333333336,6.0,7.0,15.0,6.0,10.0,10.0,11.82,8.0,1.0,1090.56,33.13428389511843,161.0,Yes,69.46323081444827,206.76049139429875,High_spent_Small_value_payments,645.1893799585325,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
June,22.0,Media_Manager,73543.18,6038.598333333332,6.0,3.0,11.0,0.0,22.0,12.0,8.69,5.0,1.0,1090.21,30.42868510358213,161.0,Yes,0.0,133.72800399760985,Low_spent_Small_value_payments,297.3952039166513,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
January,32.0,Developer,28452.8,2267.0666666666666,10.0,8.0,21.0,5.0,18.0,17.0,8.18,11.0,0.0,1909.79,37.87260437317331,215.0,Yes,106.58414239646105,87.89558145110071,Low_spent_Large_value_payments,302.22694281910486,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
March,49.0,Mechanic,26326.96,2114.913333333333,4.0,5.0,13.0,3.0,25.0,18.0,5.25,0.0,1.0,640.91,33.18361855991536,185.0,No,57.697070672663,112.30164224910169,High_spent_Small_value_payments,301.4926204115687,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
April,29.0,Lawyer,57421.58,4522.131666666667,3.0,4.0,6.0,3.0,15.0,10.0,9.89,3.0,1.0,287.31,22.772437809557594,288.0,No,101.38156306013047,212.65691849439682,High_spent_Small_value_payments,398.17468511213934,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
May,24.0,Lawyer,48302.48,4325.206666666667,4.0,4.0,10.0,1.0,9.0,13.0,9.89,1.0,1.0,843.74,34.01507970706372,289.0,No,35.748675313338154,275.76859189748143,Low_spent_Small_value_payments,411.00339945584716,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
April,49.0,Lawyer,92041.02,7621.085,3.0,7.0,7.0,0.0,2.0,8.0,11.45,4.0,2.0,590.95,39.38188247390801,290.0,No,0.0,133.72800399760985,Low_spent_Medium_value_payments,442.02195276090026,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
July,27.0,Writer,34508.66,1179.5280212107816,8.0,7.0,26.0,5.0,42.0,16.0,26.14,10.0,0.0,2823.83,26.11781380878839,290.0,Yes,97.21312050425594,320.84714474378524,Low_spent_Small_value_payments,133.7119014186255,1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
January,19.0,Manager,19821.65,1364.8041666666668,8.0,8.0,32.0,3.0,25.0,17.0,7.07,12.0,1.0,2609.26,28.45299055386477,136.0,No,43.63337003967055,55.84535282502901,Low_spent_Medium_value_payments,317.0016938019671,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
August,26.0,Accountant,100465.13999999998,8279.095,4.0,3.0,11.0,0.0,2.0,13.0,7.16,2.0,2.0,990.2,31.267312110114545,394.0,No,0.0,409.242246085755,Low_spent_Medium_value_payments,698.667253914245,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
May,17.0,Accountant,8886.055,8279.095,8.0,3.0,6.0,6.0,13.0,8.0,12.43,8.0,1.0,1190.59,25.51394034517516,230.0,No,34.78888164233539,22.530055212809113,High_spent_Medium_value_payments,247.13152147818886,2,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
June,45.0,Manager,70413.48,5971.79,7.0,10.0,27.0,8.0,36.0,21.0,1.9,12.0,0.0,2927.77,26.19603968989941,110.0,Yes,354.647164925606,237.5904023376719,Low_spent_Large_value_payments,274.94143273672205,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
February,28.0,Media_Manager,112671.27,9454.2725,2.0,4.0,12.0,0.0,6.0,9.0,7.58,4.0,2.0,1221.91,31.611795593175486,327.0,No,0.0,223.23911235727118,High_spent_Large_value_payments,334.044059374466,2,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
February,40.0,Teacher,95846.49,8264.2075,8.0,4.0,9.0,0.0,8.0,18.0,19.38,4.0,1.0,1493.69,41.68082380513415,365.0,Yes,69.46323081444827,120.57087460542674,High_spent_Large_value_payments,334.044059374466,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
January,41.0,Journalist,35733.69,2953.807500000001,4.0,3.0,11.0,2.0,13.0,5.0,2.71,2.0,2.0,63.44,25.425294585394077,382.0,No,44.65081870879241,81.63678754939896,High_spent_Medium_value_payments,419.0931437418088,2,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
February,43.0,Scientist,15361.32,1362.11,10.0,10.0,17.0,9.0,24.0,19.0,22.95,11.0,0.0,2899.99,27.447882771130363,107.0,Yes,111.90398429864756,24.887193870796217,High_spent_Small_value_payments,259.4198218305562,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
May,35.0,Manager,145932.04,11979.003333333336,4.0,5.0,20.0,3.0,12.0,11.0,2.73,6.0,1.0,1381.48,31.9161418641989,241.0,No,275.96114506816946,485.7345763205889,High_spent_Medium_value_payments,686.2046119445753,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
May,20.0,Media_Manager,37756.85,3097.31625,2.0,4.0,10.0,3.0,13.0,8.0,2.55,0.0,2.0,276.03,35.250694132592656,372.0,No,294.2037425659974,133.72800399760985,Low_spent_Small_value_payments,386.01109964823365,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
August,25.0,Engineer,43531.45,3678.620833333333,0.0,3.0,9.0,2.0,2.0,9.0,5.94,0.0,2.0,376.17,33.875142139560424,234.0,No,53.721272837941925,145.01614310651325,High_spent_Medium_value_payments,419.12466738887815,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
August,33.0,Media_Manager,98175.72,7729.695180977182,5.0,6.0,12.0,2.0,16.0,20.0,17.78,8.0,1.0,439.88,34.399705373956515,208.0,Yes,69.46323081444827,539.5752077911857,High_spent_Small_value_payments,427.7035731270279,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
February,29.0,Lawyer,57303.36,4949.28,9.0,9.0,31.0,6.0,37.0,16.0,12.25,10.0,0.0,1341.14,34.272294533666184,208.0,Yes,250.1089993864728,323.6290674970076,Low_spent_Large_value_payments,191.1899331165196,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
June,55.0,Media_Manager,43307.12,3864.926666666666,0.0,5.0,12.0,3.0,3.0,10.0,0.95,6.0,2.0,301.82,30.36135253383788,288.0,No,63.52164946299021,320.4722254428215,Low_spent_Small_value_payments,272.498791760855,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
February,20.0,Musician,64536.99000000001,5639.0825,6.0,5.0,15.0,4.0,16.0,17.0,4.72,4.0,1.0,1441.12,34.7703256243851,309.0,No,210.01601580776463,164.32401202934713,High_spent_Medium_value_payments,439.56822216288833,1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
April,42.0,Engineer,62976.28,5321.0233333333335,0.0,3.0,12.0,0.0,9.0,3.0,6.05,3.0,2.0,68.66,23.97257431633504,188.0,No,0.0,463.9165155754163,Low_spent_Small_value_payments,358.1858177579171,2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
August,37.0,Engineer,67556.8,5321.0233333333335,3.0,5.0,10.0,3.0,30.0,18.0,19.44,2.0,1.0,762.85,31.788375445796117,336.0,Yes,118.34863597186222,133.72800399760985,Low_spent_Small_value_payments,133.68671593511002,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
January,44.0,Doctor,63733.54,5163.128333333333,4.0,5.0,13.0,3.0,21.0,16.0,11.74,2.0,1.0,542.35,30.2298402610528,190.0,Yes,202.9105763552317,166.84389552739177,High_spent_Medium_value_payments,396.5583614507098,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
May,45.0,Entrepreneur,32520.18,2928.015,9.0,6.0,27.0,6.0,52.0,19.0,0.6,7.0,0.0,2196.5,27.33368384348805,241.0,Yes,126.41027475623964,158.7054695845307,Low_spent_Medium_value_payments,287.68575565922964,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
August,17.0,Media_Manager,8963.99,783.9991666666666,7.0,10.0,27.0,9.0,18.0,15.0,25.25,9.0,0.0,3952.83,37.32542494058208,141.0,Yes,52.05663147333739,43.18167236809021,Low_spent_Small_value_payments,273.16161282523905,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
June,29.0,Doctor,18331.415,1722.6179166666668,2.0,5.0,3.0,3.0,11.0,9.0,2.84,1.0,2.0,1012.22,25.13973023241087,351.0,No,37.525290994894746,62.44092685735943,Low_spent_Small_value_payments,362.29557381441253,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
June,45.0,Manager,94330.83,8076.9025,3.0,4.0,9.0,6.0,15.0,14.0,15.93,7.0,1.0,185.98,38.336175398306274,217.0,No,243.9457557247194,508.7904512862282,Low_spent_Medium_value_payments,334.9540429890525,1,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
January,34.0,Teacher,50778.48,4501.54,6.0,6.0,18.0,7.0,23.0,13.0,13.52,6.0,1.0,1554.93,32.27688529411966,203.0,Yes,152.95704567550013,351.03095142331154,Low_spent_Small_value_payments,236.1660029011884,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
January,26.0,Manager,37756.85,3097.31625,2.0,3.0,7.0,1.0,1.0,5.0,5.52,3.0,2.0,500.94,32.01680151116985,389.0,No,80.57653205798911,133.72800399760985,Low_spent_Small_value_payments,280.21096067244525,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
July,24.0,Media_Manager,67059.18,5398.264999999999,8.0,6.0,14.0,4.0,23.0,17.0,11.57,8.0,1.0,255.76,24.364189699682758,74.0,Yes,167.12399949917537,321.86893042796225,Low_spent_Small_value_payments,320.83357007286236,2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0
March,15.0,Manager,9427.945,921.6620833333332,6.0,6.0,28.0,7.0,38.0,25.0,9.67,8.0,0.0,2358.57,31.337247087101613,94.0,Yes,48.0947119375295,61.73006909149353,Low_spent_Small_value_payments,272.3414273043103,1,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
July,23.0,Architect,16906.81,1167.9008333333334,9.0,8.0,33.0,9.0,49.0,21.0,0.43000000000000016,6.0,0.0,1559.16,24.514053715249517,161.0,No,110.78862692730704,74.28348248139855,Low_spent_Medium_value_payments,211.71797392462776,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
August,48.0,Engineer,24372.88,1981.073333333333,5.0,6.0,13.0,3.0,26.0,12.0,0.4000000000000004,3.0,1.0,719.48,32.423377046760486,345.0,Yes,55.34957705213726,169.22461243440227,Low_spent_Small_value_payments,263.53314384679385,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
March,33.0,Teacher,89338.36,7740.863333333334,4.0,5.0,10.0,3.0,12.0,5.0,0.2999999999999998,3.0,2.0,915.14,34.993533182014104,233.0,No,149.41637712454457,127.47137379996141,High_spent_Medium_value_payments,747.1985824088274,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
April,38.0,Mechanic,14884.29,1174.0484073369075,9.0,9.0,19.0,4.0,42.0,5.0,3.49,10.0,0.0,1304.33,35.935936566158475,223.0,Yes,77.06391485564946,20.663405835660306,High_spent_Medium_value_payments,304.1175219717828,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
March,15.0,Developer,7829.225,560.4354166666667,9.0,6.0,34.0,9.0,38.0,12.0,16.22,7.0,0.0,1178.69,32.515732638487485,4.0,Yes,37.73561457023335,199.08610092866817,Low_spent_Small_value_payments,235.28614884214505,1,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
May,18.0,Engineer,118042.88,9823.906666666668,6.0,3.0,9.0,1.0,24.0,8.0,1.09,0.0,1.0,1476.36,30.82020472685162,212.0,Yes,56.10129553748701,215.90052823136142,High_spent_Small_value_payments,334.044059374466,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
April,30.0,Lawyer,28747.25,2523.6041666666665,3.0,4.0,3.0,2.0,10.0,12.0,1.59,3.0,2.0,1464.69,30.008784677149634,188.0,No,46.43459877978122,199.08610092866817,Low_spent_Small_value_payments,296.83971695821725,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
May,39.0,Architect,17090.225,1371.1854166666665,5.0,7.0,10.0,1.0,14.0,6.0,0.96,8.0,2.0,797.12,36.35519637129139,356.0,No,9.304233815293632,86.78583817006509,Low_spent_Large_value_payments,311.02846968130785,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
April,35.0,Mechanic,106030.05,8628.8375,7.0,3.0,14.0,3.0,12.0,14.0,9.51,8.0,1.0,136.53,25.98425232384076,124.0,Yes,136.49324547235813,287.230981907266,High_spent_Medium_value_payments,689.1595226203758,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
February,34.0,Scientist,12249.125,870.7604166666665,3.0,5.0,12.0,4.0,14.0,17.0,9.4,2.0,2.0,1367.83,26.739655320148486,229.0,No,23.0626379806678,133.72800399760985,Low_spent_Medium_value_payments,317.4935524355971,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
January,26.0,Musician,37756.85,10208.216666666667,1.0,5.0,2.0,2.0,6.0,4.0,3.47,0.0,2.0,188.33,36.49626882017724,208.0,No,205.6343261282746,133.72800399760985,High_spent_Small_value_payments,503.2636591164082,2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
June,51.0,Musician,34640.23,2897.685833333333,6.0,4.0,10.0,1.0,7.0,9.0,13.1,2.0,1.0,714.2,38.804017701287385,270.0,Yes,69.46323081444827,71.2766677297384,High_spent_Small_value_payments,451.6538318368033,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
May,33.0,Scientist,32107.52,2537.6266666666666,9.0,9.0,16.0,3.0,24.0,24.0,7.04,9.0,0.0,1295.13,31.595623941930327,91.0,No,70.57182301264676,241.8522424314041,Low_spent_Small_value_payments,231.3386012226157,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
February,24.0,Entrepreneur,31439.6,2897.685833333333,5.0,7.0,18.0,4.0,6.0,8.0,18.51,8.0,1.0,1283.46,31.90563784714899,207.0,Yes,104.2731009082232,56.38338854947366,High_spent_Medium_value_payments,374.0401772089698,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
January,26.0,Manager,18327.97,1276.3308333333334,10.0,5.0,34.0,3.0,48.0,9.0,13.63,6.0,1.0,2358.32,39.59413442165357,215.0,Yes,23.823110550113203,52.553888548665114,High_spent_Small_value_payments,311.25608423455503,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
May,41.0,Developer,21652.195,1510.3495833333334,3.0,2.0,10.0,4.0,0.0,-1.0,2.35,1.0,2.0,181.8,34.39965515252159,355.0,No,40.43567652451381,99.02056212036976,Low_spent_Small_value_payments,301.57871968844984,2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
January,33.0,Media_Manager,12943.475,1327.6229166666667,5.0,5.0,9.0,6.0,20.0,13.0,12.6,6.0,1.0,265.36,35.60992023650228,81.0,Yes,45.09082980503126,85.46638120440824,High_spent_Small_value_payments,262.2050806572272,1,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
March,20.0,Engineer,61600.83,5313.4025,7.0,7.0,16.0,3.0,15.0,12.0,18.46,4.0,1.0,2062.09,32.69213119534133,227.0,Yes,125.50502172550163,114.11759500282848,High_spent_Large_value_payments,531.7176332716698,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
May,45.0,Accountant,33410.45,3059.2041666666664,4.0,6.0,19.0,0.0,31.0,15.0,10.91,1.0,1.0,693.39,31.79610086067781,335.0,Yes,0.0,273.73465035844134,Low_spent_Large_value_payments,302.18576630822537,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
May,33.0,Manager,86584.74,7228.395,5.0,5.0,9.0,3.0,9.0,11.0,2.93,0.0,2.0,19.36,39.34256487317335,216.0,No,203.60982331907215,467.04358146673303,High_spent_Small_value_payments,312.1860952141948,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
January,30.0,Media_Manager,73747.58,6166.631666666667,3.0,5.0,7.0,2.0,28.0,16.0,16.1,8.0,2.0,497.98,29.371112503956123,361.0,Yes,93.21286109736572,133.72800399760985,Low_spent_Small_value_payments,214.44241529348983,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
January,15.0,Developer,21826.18,1579.8483333333334,3.0,5.0,7.0,4.0,6.0,20.0,9.86,6.0,1.0,72.03,30.68232580734228,328.0,No,40.763157858838895,102.48308809489221,Low_spent_Small_value_payments,304.7385873796022,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
August,37.0,Teacher,16580.73,1332.7275,10.0,7.0,22.0,8.0,17.0,19.0,19.21,14.0,0.0,3019.98,37.42009111875939,172.0,Yes,81.71606948450565,84.82461055325258,Low_spent_Small_value_payments,256.73206996224184,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
August,38.0,Manager,43644.96,3551.08,6.0,8.0,25.0,5.0,30.0,21.0,8.12,11.0,0.0,2203.98,36.027528496475995,126.0,Yes,133.0470229914066,176.03851421634548,Low_spent_Large_value_payments,316.0224627922479,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
May,38.0,Entrepreneur,56451.8,4813.316666666667,4.0,6.0,7.0,7.0,16.0,17.0,12.47,7.0,1.0,1210.96,29.14259454200056,120.0,Yes,190.64576173375752,124.69450444911587,Low_spent_Small_value_payments,425.9914004837933,1,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
January,40.0,Scientist,16827.15,1608.2625,7.0,10.0,23.0,9.0,25.0,21.0,12.47,10.0,0.0,2761.57,33.976530943754355,63.0,Yes,124.4945459410904,88.51748379396366,Low_spent_Medium_value_payments,227.814220264946,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
May,47.0,Teacher,112938.08,9562.506666666666,2.0,7.0,9.0,1.0,5.0,4.0,9.48,0.0,2.0,1398.69,40.15120970182301,323.0,No,91.36662005920564,293.71319332766717,High_spent_Medium_value_payments,334.044059374466,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
April,21.0,Architect,38321.39,9562.506666666666,4.0,4.0,3.0,4.0,11.0,7.0,1.59,3.0,2.0,678.57,35.45530521143132,206.0,No,69.46323081444827,293.71319332766717,Low_spent_Large_value_payments,197.46057710771268,1,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
August,52.0,Mechanic,38694.66,2987.200833333334,2.0,3.0,2.0,3.0,3.0,11.0,1.72,2.0,2.0,711.09,30.78740099981213,394.0,No,70.4794780602462,40.71012908301157,High_spent_Medium_value_payments,446.86589285674233,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
January,33.0,Writer,38750.41,2987.200833333334,1.0,5.0,7.0,4.0,8.0,3.0,14.39,0.0,2.0,2.43,37.77307109772626,391.0,No,121.72664063792092,88.54446091333608,Low_spent_Medium_value_payments,368.4489817820763,2,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
January,36.0,Lawyer,19427.14,1404.928333333333,4.0,6.0,16.0,6.0,29.0,12.0,11.4,7.0,1.0,696.13,35.96611128747709,127.0,Yes,75.2887289458905,28.367967252242785,High_spent_Medium_value_payments,286.8361371352001,1,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
January,22.0,Architect,33882.6,2841.55,6.0,7.0,5.0,2.0,4.0,7.0,14.55,6.0,1.0,1240.48,34.84956092473649,101.0,Yes,36.26074809289355,48.28284071939472,High_spent_Medium_value_payments,449.6114111877117,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
July,45.0,Architect,51647.06999999999,4305.9225,6.0,8.0,19.0,3.0,51.0,14.0,12.46,15.0,1.0,2121.25,38.390871982164334,123.0,Yes,117.72706702674743,133.72800399760985,High_spent_Small_value_payments,411.13169975315424,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
March,33.0,Accountant,121187.49,10010.9575,1.0,4.0,1.0,3.0,1.0,3.0,10.5,2.0,2.0,1077.16,29.43537101761896,390.0,No,165.62420207261513,243.62626048953084,Low_spent_Small_value_payments,334.044059374466,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
January,42.0,Journalist,84114.48,6848.54,8.0,4.0,12.0,3.0,8.0,16.0,17.49,4.0,2.0,1080.17,31.71351308857137,367.0,Yes,208.35276362129812,271.17164439975886,High_spent_Medium_value_payments,455.3295919789431,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
April,49.0,Lawyer,73119.46,5572.248968971794,4.0,3.0,5.0,4.0,5.0,3.0,1.1,0.0,2.0,1194.38,28.6968717617496,308.0,No,69.46323081444827,192.4382719629282,Low_spent_Large_value_payments,519.8505376352065,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
March,14.0,Developer,39887.22,3224.935,9.0,9.0,16.0,5.0,18.0,19.0,17.25,14.0,0.0,3119.6,38.23896597620363,151.0,Yes,133.47084524343262,319.49237384558035,Low_spent_Small_value_payments,159.53028091098705,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
July,52.0,Teacher,12997.515,1211.12625,3.0,5.0,15.0,3.0,13.0,20.0,6.57,4.0,1.0,286.42,37.54841932656564,329.0,No,18.92140053298563,161.39528857401066,Low_spent_Small_value_payments,230.79593589300373,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
March,18.0,Writer,18097.46,1482.121666666667,7.0,5.0,18.0,6.0,23.0,24.0,3.5,10.0,0.0,2439.06,30.20981727116498,201.0,Yes,57.5805970788298,172.27054565495925,Low_spent_Small_value_payments,208.36102393287763,0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
February,30.0,Entrepreneur,16752.69,1666.0575,8.0,6.0,14.0,6.0,33.0,20.0,6.88,9.0,0.0,2410.07,26.908919777095512,82.0,Yes,73.69989743550289,41.89398309238359,High_spent_Medium_value_payments,301.0118694721135,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
May,35.0,Doctor,14526.58,1318.5483333333334,5.0,7.0,31.0,7.0,11.0,17.0,12.1,7.0,1.0,2447.81,37.814787371751024,209.0,Yes,83.96047515733541,135.5432419507109,Low_spent_Small_value_payments,202.35111622528703,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
July,28.0,Lawyer,62276.37,5249.6975,5.0,8.0,29.0,2.0,10.0,9.0,25.89,12.0,1.0,1402.89,38.61848536978834,212.0,Yes,70.0544594293605,133.72800399760985,High_spent_Small_value_payments,483.5258785733575,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
June,32.0,Manager,123028.6,10017.383333333331,4.0,7.0,4.0,3.0,8.0,9.0,1.52,4.0,2.0,1361.12,39.70724253955419,340.0,No,214.2706924414976,353.22137488905395,High_spent_Medium_value_payments,684.2462660027818,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
June,37.0,Writer,17251.38,1654.615,6.0,3.0,7.0,7.0,5.0,15.0,15.06,10.0,1.0,2431.64,32.70581750680671,141.0,Yes,57.35116518894053,54.07668313620942,Low_spent_Medium_value_payments,334.03365167485015,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
February,37.0,Musician,65630.66,5341.221666666667,4.0,3.0,7.0,3.0,9.0,5.0,4.84,4.0,1.0,1450.15,30.580037933265142,401.0,Yes,84.12598079011308,133.72800399760985,Low_spent_Small_value_payments,96.7689019157858,1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
April,26.0,Engineer,99469.74,8073.145,7.0,5.0,13.0,1.0,13.0,9.0,12.67,0.0,1.0,30.1,38.7296041285641,312.0,Yes,60.01434231550136,486.9176472680151,Low_spent_Large_value_payments,530.3825104164836,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
February,42.0,Musician,67426.82,5810.901666666668,4.0,6.0,5.0,5.0,19.0,7.0,9.88,7.0,1.0,671.39,23.78376307764524,155.0,Yes,196.5708370165125,181.34345585568292,Low_spent_Medium_value_payments,483.1758737944713,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
August,36.0,Journalist,19567.0,1681.583333333333,7.0,10.0,28.0,7.0,25.0,22.0,6.77,6.0,0.0,2202.33,25.94647880013401,222.0,Yes,86.44355609092298,212.40834655349477,Low_spent_Small_value_payments,159.30643068891558,0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
June,36.0,Musician,58599.48,5112.29,7.0,5.0,30.0,5.0,45.0,15.0,19.39,12.0,0.0,2401.83,36.10775589239635,97.0,Yes,217.7951330043425,64.63472220364932,Low_spent_Small_value_payments,468.79914479200824,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
March,41.0,Manager,18157.03,1813.085833333333,5.0,5.0,20.0,4.0,8.0,13.0,6.2,0.0,1.0,762.58,29.49070744277361,312.0,No,33.43054923934835,87.9143599771962,High_spent_Small_value_payments,319.96367411678875,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
January,41.0,Teacher,152148.92,3097.31625,1.0,3.0,9.0,0.0,3.0,4.0,2.45,1.0,2.0,1039.82,45.00399960027735,205.0,No,0.0,269.16671892350854,High_spent_Medium_value_payments,334.044059374466,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
July,24.0,Developer,133538.68,10955.223333333332,3.0,7.0,12.0,0.0,9.0,11.0,2.07,3.0,1.0,1389.91,30.50773585594255,292.0,No,0.0,446.1341445289388,High_spent_Medium_value_payments,334.044059374466,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
January,36.0,Journalist,16633.78,1613.148333333333,5.0,3.0,10.0,3.0,11.0,6.0,11.2,1.0,2.0,110.89,35.72676044405792,253.0,No,40.15058774350474,147.64629063965515,Low_spent_Medium_value_payments,253.51795495017345,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
June,14.0,Developer,44756.64,3611.72,10.0,6.0,19.0,6.0,22.0,16.0,0.91,9.0,0.0,1773.45,26.301942347503573,253.0,Yes,116.64114737704143,147.64629063965515,High_spent_Medium_value_payments,431.4787963824311,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
